acordao,ementa,relator,comarca,orgao_julgador,data_julgamento,data_publicacao,outros_numeros
1000149-53.2019.8.26.0344,"SERVIDOR PÚBLICO. DELEGADO DE POLÍCIA. GAT. ACÚMULO DE TITULARIDADE DE DUAS DELEGACIAS. VALOR DEVIDO. CORREÇÃO MONETÁRIA. APLICAÇÃO DO IPCA-E. POSSIBILIDADE. JUROS. APLICAÇÃO DO QUANTO DECIDIDO NO TEMA 810 DO STF. O Delegado de Polícia que acumula titularidade de duas ou mais delegacias ou plantões tem direito à Gratificação de Acúmulo de Titularidade - GAT - instituída pela Lei
											 	




SERVIDOR PÚBLICO. DELEGADO DE POLÍCIA. GAT. ACÚMULO DE TITULARIDADE DE DUAS DELEGACIAS. VALOR DEVIDO. CORREÇÃO MONETÁRIA. APLICAÇÃO DO IPCA-E. POSSIBILIDADE. JUROS. APLICAÇÃO DO QUANTO DECIDIDO NO TEMA 810 DO STF. O Delegado de Polícia que acumula titularidade de duas ou mais delegacias ou plantões tem direito à Gratificação de Acúmulo de Titularidade - GAT - instituída pela Lei est. 1.020/07. As remunerações dos cargos acumulados devem ser consideradas disjuntivas para fins de aplicação do teto remuneratório, sob pena de enriquecimento ilícito por parte do Estado. A correção monetária e juros dos débitos da Fazenda Pública devem ser pagos de acordo com o quanto decidido no julgamento do Tema 810 do STF. Precedentes do STJ e STF. Sentença de procedência mantida. Recurso desprovido.",José Antonio Bernardo,Marília,1ª Turma Cível,09/05/2019,09/05/2019,
1052323-84.2018.8.26.0114,"DIREITO ADMINISTRATIVO –  Delegado de Polícia –  Pretensão de se abster de incluir no cálculo dos vencimentos, para fins de aplicação do redutor salarial, a verba denominada Gratificação por Acúmulo de Titularidade - GAT –  aplicação do artigo 8º –  Resolução CNJ 13/2006 - Recurso improvido e sentença mantida.",José Fernando Steinberg,Campinas,Turma da Fazenda Pública,15/04/2021,06/05/2019,
1003039-51.2017.8.26.0047,"RECURSO INOMINADO. SERVIDOR PÚBLICO. DELEGADO DE POLÍCIA. GAT. O Delegado de Polícia que acumula titularidade de duas ou mais delegacias ou plantões tem direito à Gratificação de Acúmulo de Titularidade - GAT - instituída pela Lei est. 1.020/07. As remunerações dos cargos acumulados devem ser consideradas disjuntivas para fins de aplicação do teto remuneratório, sob
											 	




RECURSO INOMINADO. SERVIDOR PÚBLICO. DELEGADO DE POLÍCIA. GAT. O Delegado de Polícia que acumula titularidade de duas ou mais delegacias ou plantões tem direito à Gratificação de Acúmulo de Titularidade - GAT - instituída pela Lei est. 1.020/07. As remunerações dos cargos acumulados devem ser consideradas disjuntivas para fins de aplicação do teto remuneratório, sob pena de enriquecimento ilícito por parte do Estado. Verba de caráter indenizatório, sendo indevida a aplicação do redutor Constitucional sobre referida verba. Precedentes. Sentença de procedência mantida. Recurso desprovido.",RICARDO BARÉA BORGES,Assis,3ª Turma Recursal Cível,10/04/2019,10/04/2019,
1000221-30.2019.8.26.0218,"Gratificação por acúmulo de titularidade (GAT). Delegado de polícia. Verba de caráter indenizatória. Exclusão do regime de teto remuneratório constitucional. Possibilidade. Inteligência do art. 37, §11º, da CF. Recurso desprovido. Sentença de procedência mantida.",Marcelo Yukio Misaka,Guararapes,Turma da Fazenda,29/03/2019,01/04/2019,
1032969-42.2017.8.26.0071,"APELAÇÃO –  AÇÃO DE COBRANÇA –  SERVIDOR PÚBLICO ESTADUAL –  DELEGADO DE POLÍCIA –  GRATIFICAÇÃO POR ACÚMULO DE TITULARIDADA (GAT –  LC 1.020, DE 23/10/2007) –  PAGAMENTO DEVIDO –  Delegado de Polícia que acumula titularidade de duas ou mais delegacias ou plantões tem direito à Gratificação de Acúmulo de Titularidade –  GAT –  instituída pela Lei Estadual 1.020/2007. Ds Decretos
											 	




APELAÇÃO –  AÇÃO DE COBRANÇA –  SERVIDOR PÚBLICO ESTADUAL –  DELEGADO DE POLÍCIA –  GRATIFICAÇÃO POR ACÚMULO DE TITULARIDADA (GAT –  LC 1.020, DE 23/10/2007) –  PAGAMENTO DEVIDO –  Delegado de Polícia que acumula titularidade de duas ou mais delegacias ou plantões tem direito à Gratificação de Acúmulo de Titularidade –  GAT –  instituída pela Lei Estadual 1.020/2007. Ds Decretos nºs 53.317/2008 e 57.669/2011 não poderiam restringir o alcance da LCE nº 1.020/2007, uma vez que eventual restrição só poderia ser veiculada por outro ato normatizador, jamais por decreto que tenha mera função de regulamentar - SENTENÇA MANTIDA –  RECURSO IMPROVIDO.",Antonio Celso Faria,Bauru,8ª Câmara de Direito Público,29/03/2019,29/03/2019,
1027159-09.2018.8.26.0053,TETO CONSTITUCIONAL –  Servidor público estadual. Procurador do Estado e Professor da Academia do Barro Branco. Redutor salarial. Incidência do teto constitucional. Cumulação de cargos públicos. Aplicabilidade do teto de forma isolada para cada um dos cargos. Sentença de procedência mantida por seus próprios fundamentos.  RECURSO IMPROVIDO.,Flavia Poyares Miranda,São Paulo,6ª Turma - Fazenda Pública,29/03/2019,29/03/2019,
0100569-68.2018.8.26.9058,Processo Civil. Agravo de instrumento. Fazenda Pública. Delegado de polícia. Gratificação por Acúmulo de Titularidade (GAT). Pedido de exclusão do teto remuneratório. Antecipação de tutela. Ausência dos requisitos ensejadores. Recurso provido.,Rafael Salomão Oliveira,Jales,2ª Turma Cível e Criminal,28/03/2019,28/03/2019,
1004386-92.2017.8.26.0347,"Embargos de declaração. Ausência das hipóteses que autorizam os embargos de declaração, conforme art. 1.022 do CPC. Embargos rejeitados.",VINICIUS GONÇALVES PORTO NASCIMENTO,Matão,1ª Turma Cível,21/03/2019,21/03/2019,
1017937-60.2018.8.26.0071,Recurso inominado. Delegado de polícia. Gratificação por Acúmulo de Titularidade (GAT). Teto constitucional remuneratório. Cumulação de cargos constitucionalmente permitida. Pretensão que seja afastada a aplicação do redutor salarial e sejam restituídos os respectivos valores descontados. Sentença mantida por seus próprios fundamentos. Recurso não provido.,Rossana Teresa Curioni Mergulhão,Bauru,1ª Turma Cível,11/03/2019,11/03/2019,
1003298-40.2018.8.26.0361,"RECURSO INOMINADO. SERVIDOR PÚBLICO ESTADUAL. DELEGADO DE POLÍCIA. GRATIFICAÇÃO POR ACÚMULO DE TITULARIDADE (GAT). Pretensão de recebimento da gratificação por acumulo da função em unidades distintas (Delegacia e Cadeia Pública), nos termos da LCE n.º 1.020/07.  Preenchimento dos requisitos estipulados na Norma Regente. Decreto Estadual n.º 53.317/08 que não ostenta o condão de
											 	




RECURSO INOMINADO. SERVIDOR PÚBLICO ESTADUAL. DELEGADO DE POLÍCIA. GRATIFICAÇÃO POR ACÚMULO DE TITULARIDADE (GAT). Pretensão de recebimento da gratificação por acumulo da função em unidades distintas (Delegacia e Cadeia Pública), nos termos da LCE n.º 1.020/07.  Preenchimento dos requisitos estipulados na Norma Regente. Decreto Estadual n.º 53.317/08 que não ostenta o condão de restringir o alcance da referida Lei Complementar. Sentença de procedência mantida por seus próprios fundamentos, nos termos do art. 46 da Lei nº 9.099/95. Desmembramento de pedido em diversas ações. Burla ao teto  limite para as causas do Juizado. Litigância de má fé reconhecida. Recurso parcialmente provido.",Ana Claudia de Moura Oliveira Querido,Mogi das Cruzes,1ª Turma Recursal Cível e Criminal,11/03/2019,11/03/2019,
1002019-34.2018.8.26.0356,"Recurso Inominado - Delegado de Polícia - Gratificação por Acúmulo de Atividade (GAT) - Teto Constitucional Remuneratório – Cumulação de cargos permitida, nos termos do artigo 37, XVI e XVII, da Constituição Federal – Remuneração de cada um dos cargos que, para efeitos do teto constitucional, devem ser consideradas de forma isolada – Descontos a título de redutor
											 	




Recurso Inominado - Delegado de Polícia - Gratificação por Acúmulo de Atividade (GAT) - Teto Constitucional Remuneratório – Cumulação de cargos permitida, nos termos do artigo 37, XVI e XVII, da Constituição Federal – Remuneração de cada um dos cargos que, para efeitos do teto constitucional, devem ser consideradas de forma isolada – Descontos a título de redutor salarial que não se justificam – Vedação de enriquecimento ilícito da Administração – Recurso não provido.",Jamil Nakad Junior,Mirandópolis,"Turma Recursal Cível, Criminal e Fazenda Pública",01/02/2019,01/02/2019,
0100499-51.2018.8.26.9058,"""TUTELA ANTECIPADA – Fazenda Pública – Teto remuneratório – Ação que objetiva a suspensão da redução salarial em razão das gratificações recebidas pelo agravado a título de substituição eventual (Gratificação por Acúmulo de Titularidade - GAT) – Inexistência de risco de dano irreparável ou de difícil reparação se a tutela jurisdicional for concedida somente ao final do processo
											 	




""TUTELA ANTECIPADA – Fazenda Pública – Teto remuneratório – Ação que objetiva a suspensão da redução salarial em razão das gratificações recebidas pelo agravado a título de substituição eventual (Gratificação por Acúmulo de Titularidade - GAT) – Inexistência de risco de dano irreparável ou de difícil reparação se a tutela jurisdicional for concedida somente ao final do processo – Liminar cassada – Recurso a que se dá provimento.""",Mauricio Ferreira Fontes,Jales,2ª Turma Cível e Criminal,24/01/2019,24/01/2019,
1004764-67.2018.8.26.0297,"""COBRANÇA – Gratificação por Acúmulo de Titularidade (GAT) – Delegado de polícia – Pretensão que seja afastada a aplicação do redutor salarial (teto constitucional remuneratório) e sejam restituídos os respectivos valores descontados dos holerites – Verba de natureza remuneratória – Retribuição pecuniária 'pro labore faciendo' e 'propter laborem', suprimida quando ausentes as
											 	




""COBRANÇA – Gratificação por Acúmulo de Titularidade (GAT) – Delegado de polícia – Pretensão que seja afastada a aplicação do redutor salarial (teto constitucional remuneratório) e sejam restituídos os respectivos valores descontados dos holerites – Verba de natureza remuneratória – Retribuição pecuniária 'pro labore faciendo' e 'propter laborem', suprimida quando ausentes as circunstâncias que autorizavam seu pagamento – Sentença reformada – Recurso a que se dá provimento.""",Mauricio Ferreira Fontes,Jales,2ª Turma Cível e Criminal,24/01/2019,24/01/2019,
1005987-55.2018.8.26.0297,"""COBRANÇA – Gratificação por Acúmulo de Titularidade (GAT) – Delegado de polícia – Pretensão que seja afastada a aplicação do redutor salarial (teto constitucional remuneratório) e sejam restituídos os respectivos valores descontados dos holerites – Verba de natureza remuneratória – Retribuição pecuniária 'pro labore faciendo' e 'propter laborem', suprimida quando ausentes as
											 	




""COBRANÇA – Gratificação por Acúmulo de Titularidade (GAT) – Delegado de polícia – Pretensão que seja afastada a aplicação do redutor salarial (teto constitucional remuneratório) e sejam restituídos os respectivos valores descontados dos holerites – Verba de natureza remuneratória – Retribuição pecuniária 'pro labore faciendo' e 'propter laborem', suprimida quando ausentes as circunstâncias que autorizavam seu pagamento – Sentença reformada – Recurso a que se dá provimento.""",Mauricio Ferreira Fontes,Jales,2ª Turma Cível e Criminal,24/01/2019,24/01/2019,
1007127-35.2017.8.26.0047,"SERVIDOR PÚBLICO - Delegado de Polícia – Gratificação por Acúmulo de Atividade GAT – Acúmulo de Titularidade - Teto Constitucional Remuneratório – Cumulação de cargos permitida, nos termos do artigo 37, XVI e XVII, da Constituição Federal – Remuneração de cada um dos cargos que, para efeitos do teto constitucional, devem ser consideradas de forma isolada e não somadas –
											 	




SERVIDOR PÚBLICO - Delegado de Polícia – Gratificação por Acúmulo de Atividade GAT – Acúmulo de Titularidade - Teto Constitucional Remuneratório – Cumulação de cargos permitida, nos termos do artigo 37, XVI e XVII, da Constituição Federal – Remuneração de cada um dos cargos que, para efeitos do teto constitucional, devem ser consideradas de forma isolada e não somadas – Descontos a título de redutor salarial que não se justificam – Vedação de enriquecimento ilícito da Administração – Recurso não provido.",Diogo Porto Vieira Bertolucci,Assis,2ª Turma Recursal Cível,12/12/2018,12/12/2018,
0101676-30.2018.8.26.9000,AGRAVO DE INSTRUMENTO – DEFERIMENTO DE TUTELA – AÇÃO DECLARATÓRIA CUMULADA COM CONDENAÇÃO DE VALORES – SERVIDOR PÚBLICO ESTADUAL - TETO REMUNERATÓRIO - REDUTOR SALARIAL - CUMULAÇÃO LEGÍTIMA DE CARGOS,Flavia Poyares Miranda,São Paulo,6ª Turma - Fazenda Pública,11/12/2018,11/12/2018,
1022677-18.2018.8.26.0053,TETO CONSTITUCIONAL –  Servidor público estadual. Delegado de Polícia e Professor da ACADEPOL. Redutor salarial. Incidência do teto constitucional. Cumulação de cargos públicos. Aplicabilidade do teto de forma isolada para cada um dos cargos. Sentença de procedência mantida por seus próprios fundamentos.  RECURSO IMPROVIDO.,Flavia Poyares Miranda,São Paulo,6ª Turma - Fazenda Pública,11/12/2018,11/12/2018,
0100186-52.2018.8.26.9006,"Agravo de Instrumento –  Cabimento –  Impugnação a cumprimento de sentença –  Pretensão ao recebimento de valores que excedem o limite do Juizado Especial da Fazenda Pública –  Impossibilidade de fracionamento –  Inteligência do art. 100, §8º, da CF/88 –  GAT –  Não incidência de contribuição previdenciária e assistência médico hospitalar –  Expressa previsão em sentido contrário – 
											 	




Agravo de Instrumento –  Cabimento –  Impugnação a cumprimento de sentença –  Pretensão ao recebimento de valores que excedem o limite do Juizado Especial da Fazenda Pública –  Impossibilidade de fracionamento –  Inteligência do art. 100, §8º, da CF/88 –  GAT –  Não incidência de contribuição previdenciária e assistência médico hospitalar –  Expressa previsão em sentido contrário –  Negado provimento ao agravo.",Fernando Augusto Andrade Conceição,Guararema,3ª Turma Recursal Cível e Criminal,30/11/2018,03/12/2018,
1004901-49.2018.8.26.0297,"Recurso inominado. Delegado de Polícia. Gratificação por Acúmulo de Titularidade – GAT. Teto constitucional remuneratório. Cumulação de cargos permitida,  nos termos do artigo 37, XVI e XVII da CF. Remuneração de cada um dos cargos que, para efeitos do teto constitucional, devem ser consideradas de forma isolada. Descontos a título de redutor salarial realizados
											 	




Recurso inominado. Delegado de Polícia. Gratificação por Acúmulo de Titularidade – GAT. Teto constitucional remuneratório. Cumulação de cargos permitida,  nos termos do artigo 37, XVI e XVII da CF. Remuneração de cada um dos cargos que, para efeitos do teto constitucional, devem ser consideradas de forma isolada. Descontos a título de redutor salarial realizados injustificadamente. Vedação ao enriquecimento ilícito da Administração Pública. Sentença mantida pelos próprios fundamentos. Recurso improvido.",Alexandre Yuri Kiataqui,Jales,3ª Turma Cível e Criminal,26/11/2018,27/11/2018,
0100425-94.2018.8.26.9058,"Agravo de instrumento. Administrativo. Servidor Público. Delegado de Polícia. Teto remuneratório. Gratificação por Acúmulo de Titularidade – GAT. Pedido da parte agravante que objetiva atribuir efeito suspensivo ao recurso inominado. Parte recorrente que não se insurgiu, no momento adequado, contra a decisão interlocutória que deferiu o pedido liminar do autor/recorrido. Recurso
											 	




Agravo de instrumento. Administrativo. Servidor Público. Delegado de Polícia. Teto remuneratório. Gratificação por Acúmulo de Titularidade – GAT. Pedido da parte agravante que objetiva atribuir efeito suspensivo ao recurso inominado. Parte recorrente que não se insurgiu, no momento adequado, contra a decisão interlocutória que deferiu o pedido liminar do autor/recorrido. Recurso não provido.",Alexandre Yuri Kiataqui,Jales,3ª Turma Cível e Criminal,26/11/2018,27/11/2018,
1003445-11.2018.8.26.0541,"Delegado de Polícia – Gratificação por Acúmulo de Titularidade (GAT) – Verba indenizatória – Não sujeição ao teto salarial do Governador do Estado – Respeitável sentença em pequena parte reformada, apenas para fazer incidir a remuneração básica da poupança como índice de atualização monetária – Recurso inominado ao qual se dá parcial provimento.",Fernando Antonio de Lima,Santa Fé do Sul,1ª Turma Cível e Criminal,22/11/2018,24/11/2018,
1004386-92.2017.8.26.0347,"SERVIDOR PÚBLICO – Cumulação legítima de cargos – Remuneração que não se submete ao teto constitucional (artigo 37, XI, da CF)– Imperiosa a consideração isolada dos cargos ocupados pelo servidor - Observância do princípio da isonomia e da garantia da irredutibilidade de vencimentos – Vedado o enriquecimento ilícito da Administração Pública. SENTENÇA MANTIDA PELOS PRÓPRIOS FUNDAMENTOS
											 	




SERVIDOR PÚBLICO – Cumulação legítima de cargos – Remuneração que não se submete ao teto constitucional (artigo 37, XI, da CF)– Imperiosa a consideração isolada dos cargos ocupados pelo servidor - Observância do princípio da isonomia e da garantia da irredutibilidade de vencimentos – Vedado o enriquecimento ilícito da Administração Pública. SENTENÇA MANTIDA PELOS PRÓPRIOS FUNDAMENTOS JURÍDICOS.",VINICIUS GONÇALVES PORTO NASCIMENTO,Matão,1ª Turma Cível,14/11/2018,14/11/2018,
1002943-81.2018.8.26.0344,"SERVIDOR PÚBLICO. DELEGADO DE POLÍCIA. GAT. O Delegado de Polícia que acumula titularidade de duas ou mais delegacias ou plantões tem direito à Gratificação de Acúmulo de Titularidade - GAT - instituída pela Lei est. 1.020/07. As remunerações dos cargos acumulados devem ser consideradas disjuntivas para fins de aplicação do teto remuneratório, sob pena de enriquecimento
											 	




SERVIDOR PÚBLICO. DELEGADO DE POLÍCIA. GAT. O Delegado de Polícia que acumula titularidade de duas ou mais delegacias ou plantões tem direito à Gratificação de Acúmulo de Titularidade - GAT - instituída pela Lei est. 1.020/07. As remunerações dos cargos acumulados devem ser consideradas disjuntivas para fins de aplicação do teto remuneratório, sob pena de enriquecimento ilícito por parte do Estado. Precedentes do STJ e STF. Sentença de procedência mantida. Recurso desprovido.",José Antonio Bernardo,Marília,1ª Turma Cível,25/10/2018,29/10/2018,
0100330-64.2018.8.26.9058,"""TUTELA ANTECIPADA – Fazenda Pública – Teto remuneratório – Ação que objetiva a suspensão da redução salarial em razão das gratificações recebidas pelo agravado a título de substituição eventual (Gratificação por Acúmulo de Titularidade - GAT) – Inexistência de risco de dano irreparável ou de difícil reparação se a tutela jurisdicional for concedida somente ao final do processo
											 	




""TUTELA ANTECIPADA – Fazenda Pública – Teto remuneratório – Ação que objetiva a suspensão da redução salarial em razão das gratificações recebidas pelo agravado a título de substituição eventual (Gratificação por Acúmulo de Titularidade - GAT) – Inexistência de risco de dano irreparável ou de difícil reparação se a tutela jurisdicional for concedida somente ao final do processo – Liminar cassada – Recurso a que se dá provimento.""",Mauricio Ferreira Fontes,Jales,2ª Turma Cível e Criminal,19/10/2018,19/10/2018,
1000359-06.2018.8.26.0291,"Recurso Inominado - Delegado de Polícia - Gratificação por Acúmulo de Atividade (GAT) - Teto Constitucional Remuneratório – Cumulação de cargos permitida, nos termos do artigo 37, XVI e XVII, da Constituição Federal – Remuneração de cada um dos cargos que, para efeitos do teto constitucional, devem ser consideradas de forma isolada – Descontos a título de redutor
											 	




Recurso Inominado - Delegado de Polícia - Gratificação por Acúmulo de Atividade (GAT) - Teto Constitucional Remuneratório – Cumulação de cargos permitida, nos termos do artigo 37, XVI e XVII, da Constituição Federal – Remuneração de cada um dos cargos que, para efeitos do teto constitucional, devem ser consideradas de forma isolada – Descontos a título de redutor salarial que não se justificam – Vedação de enriquecimento ilícito da Administração – Recurso não provido.",Matheus de Souza Parducci Camargo,Jaboticabal,Turma Recursal Cível e Criminal,28/09/2018,28/09/2018,
1005102-76.2016.8.26.0114,Apelação. Gratificação por Acúmulo de Titularidade - GAT. Restrição do direito à percepção do benefício apenas às unidades constantes em Decreto. Restrição que afronta a Lei 1.020/07. Apelação improvida.,Fernão Borba Franco,Campinas,7ª Câmara de Direito Público,27/08/2018,29/08/2018,
1007200-18.2017.8.26.0302,"Recurso inominado. Servidor Público. GAT. Inclusão da Gratificação por Acúmulo de Titularidade no conceito de remuneração. Impossibilidade, vez que se cuida de verba indenizatória, derivada da acumulação de cargos. Sentença mantida pelos seus próprios fundamentos. Recurso inominado conhecido e não provido.",Daniela Aoki de Andrade Maria,Jaú,3ª Turma Cível e Criminal,20/07/2018,24/07/2018,
1008987-87.2016.8.26.0344,"AÇÃO DE PROCEDIMENTO COMUM. SERVIDOR PÚBLICO ESTADUAL - Pretensão à exclusão da Gratificação por Acúmulo de Titularidade - GAT do cômputo do total de verbas que compõem os vencimentos considerados para fins do redutor salarial do Poder Executivo.
Valor atribuído à causa inferior a 60 salários mínimos - Ação ajuizada em 19.07.2016 perante a Vara da Fazenda Pública da Comarca de Marília -
											 	




AÇÃO DE PROCEDIMENTO COMUM. SERVIDOR PÚBLICO ESTADUAL - Pretensão à exclusão da Gratificação por Acúmulo de Titularidade - GAT do cômputo do total de verbas que compõem os vencimentos considerados para fins do redutor salarial do Poder Executivo.
Valor atribuído à causa inferior a 60 salários mínimos - Ação ajuizada em 19.07.2016 perante a Vara da Fazenda Pública da Comarca de Marília - Matéria debatida nos autos que não se enquadra nas exceções previstas no art. 2º, § 1º da Lei 12.153/2009 ou nos Provimentos do Conselho Superior da Magistratura nºs 1.768/2010, 1.769/2010 e 2.203/2014 - Compete aos Juizados Especiais da Fazenda Pública processar, conciliar e julgar causas cíveis de interesse dos Estados, do Distrito Federal, dos Territórios e dos Municípios, com valor até sessenta salários mínimos, sendo a competência dos Juizados Especiais, onde instalados, absoluta (art. 2º, caput e § 4º da Lei nº 12.153/2009).

Juízo da Vara da Fazenda Pública da Comarca de Marília que cumula a função de Juizado Especial da Fazenda Pública (art. 8º, I do Provimento CSM nº 2.203/2014) - Competência do Colégio Recursal para apreciação de recursos afetos aos processos que tramitam pelo rito da Lei nº 12.153/2009 - Art. 98, inciso I da CF/88.

DECLINA-SE DA COMPETÊNCIA, DETERMINANDO-SE A REMESSA DOS AUTOS AO COLÉGIO RECURSAL DE MARÍLIA, PARA APRECIAÇÃO DOS RECURSOS INTERPOSTOS.",Flora Maria Nesi Tossi Silva,Marília,13ª Câmara de Direito Público,14/03/2018,19/03/2018,
3000804-24.2017.8.26.0000,"AGRAVO DE INSTRUMENTO – Pretensão de reforma da decisão que deferiu parcialmente a tutela antecipada, para determinar a regulamentação da forma de compensação das convocações realizadas pela Administração e que impliquem em acumulação das funções de outros cargos públicos vagos –  Ausência dos requisitos autorizadores da liminar –  Inexistência de plausibilidade do direito, pois os autores, ora
											 	




AGRAVO DE INSTRUMENTO – Pretensão de reforma da decisão que deferiu parcialmente a tutela antecipada, para determinar a regulamentação da forma de compensação das convocações realizadas pela Administração e que impliquem em acumulação das funções de outros cargos públicos vagos –  Ausência dos requisitos autorizadores da liminar –  Inexistência de plausibilidade do direito, pois os autores, ora agravados, pretendem a extensão, de forma analógica, de gratificação recebida por delegados de polícia –  Impossibilidade de o Poder Judiciário se imiscuir no mérito administrativo –  Decisão reformada –  Recurso provido.",Maurício Fiorito,São Paulo,3ª Câmara de Direito Público,30/01/2018,31/01/2018,
1004250-98.2017.8.26.0637,Recurso Inominado. ILEGITIMIDADE DA APLICAÇÃO CONJUNTA DE TETO ÚNICO NO CASO DE ACUMULAÇÃO DE CARGOS.  Recurso NÃO provido.,Fabio Alexandre Marinelli Sola,Tupã,1ª Turma Cível e Criminal,29/09/2017,04/10/2017,
0034146-77.2017.8.26.0000,"CONFLITO NEGATIVO DE COMPETÊNCIA. AÇÃO DECLARATÓRIA QUE VISA O RECEBIMENTO DE GRATIFICAÇÃO POR ACÚMULO DE TITULARIDADE (GAT). Redistribuição dos autos ao Juizado Especial Cível. Valor da causa que ultrapassa o limite de sessenta salários mínimos. Inteligência do art. 2º, caput, da Lei nº 12.153/09. Precedentes desta col. Câmara Especial. 
COMPETÊNCIA DO JUÍZO SUSCITADO.",Alves Braga Junior,Catanduva,Câmara Especial,07/08/2017,15/08/2017,
1008580-02.2016.8.26.0047,"SERVIDOR PÚBLICO - Delegado de Polícia - Gratificação por Acúmulo de Atividade GAT - Acúmulo de Titularidade - Teto Constitucional Remuneratório – Cumulação de cargos permitida, nos termos do artigo 37, XVI e XVII, da Constituição Federal – Remuneração de cada um dos cargos que, para efeitos do teto constitucional, devem ser consideradas de forma isolada e não somadas –
											 	




SERVIDOR PÚBLICO - Delegado de Polícia - Gratificação por Acúmulo de Atividade GAT - Acúmulo de Titularidade - Teto Constitucional Remuneratório – Cumulação de cargos permitida, nos termos do artigo 37, XVI e XVII, da Constituição Federal – Remuneração de cada um dos cargos que, para efeitos do teto constitucional, devem ser consideradas de forma isolada e não somadas – Descontos a título de redutor salarial que não se justificam – Vedação de enriquecimento ilícito da Administração – Recurso não provido.",Victor Garms Gonçalves,Assis,2ª Turma Recursal Cível,29/06/2017,03/07/2017,
1008539-11.2016.8.26.0637,Recurso Inominado. ILEGITIMIDADE DA APLICAÇÃO CONJUNTA DE TETO ÚNICO NO CASO DE ACUMULAÇÃO DE CARGOS.  Recurso NÃO provido.,Fabio Alexandre Marinelli Sola,Tupã,1ª Turma Cível e Criminal,07/04/2017,10/04/2017,
1013843-31.2015.8.26.0344,"SERVIDOR PÚBLICO –  Cumulação legítima de cargos –  Remuneração que não se submete ao teto constitucional (artigo 37, XI, da CF) –  Imperiosa a consideração isolada dos cargos ocupados pelo servidor - Observância do princípio da isonomia e da garantia da irredutibilidade de vencimentos –  Vedado o enriquecimento ilícito da Administração Pública - Mantida a sentença de procedência -
											 	




SERVIDOR PÚBLICO –  Cumulação legítima de cargos –  Remuneração que não se submete ao teto constitucional (artigo 37, XI, da CF) –  Imperiosa a consideração isolada dos cargos ocupados pelo servidor - Observância do princípio da isonomia e da garantia da irredutibilidade de vencimentos –  Vedado o enriquecimento ilícito da Administração Pública - Mantida a sentença de procedência - Recurso não provido.",Magalhães Coelho,Marília,7ª Câmara de Direito Público,03/10/2016,06/10/2016,
0001684-16.2015.8.26.0072,Servidor público. GRATIFICAÇÃO POR ACÚMULO DE TITULARIDADE (GAT). Delegado de Polícia que cumula funções de Núcleo Especial Criminal de Bebedouro- NECRIM. Possibilidade de recebimento da gratificação (Lei Complementar nº 1.020 /07). Preenchidos os requisitos previstos em Lei. Descabida a restrição criada pelos Decretos nºs 53.317/08 e 55.561/10. Sentença mantida. Recurso desprovido.,Leopoldo Vilela de Andrade da Silva Costa,Bebedouro,Primeira Turma Cível,23/09/2016,28/09/2016,
1024878-85.2015.8.26.0053,"APELAÇÃO - Gratificação por Acúmulo de Titularidade –  GAT –  Lei nº 1.020/07 –  Restrições, pelo Decreto Estadual nº 53.317/08 e posteriores alterações –  Gratificação devida, respeitada a prescrição quinquenal - –  Juros –  Aplicação do art. 1º-F da Lei nº 9.494/97, introduzido pela Medida Provisória nº 2.180-35/01, momento a partir do qual se aplicam suas posteriores modificações,
											 	




APELAÇÃO - Gratificação por Acúmulo de Titularidade –  GAT –  Lei nº 1.020/07 –  Restrições, pelo Decreto Estadual nº 53.317/08 e posteriores alterações –  Gratificação devida, respeitada a prescrição quinquenal - –  Juros –  Aplicação do art. 1º-F da Lei nº 9.494/97, introduzido pela Medida Provisória nº 2.180-35/01, momento a partir do qual se aplicam suas posteriores modificações, inclusive da Lei nº 11.960/09, consoante a modulação, determinada pelo C. STF, após o julgamento das ADIs nº 4.357 e nº 4.425  –  Atualização monetária –  Tabela Prática do Tribunal de Justiça até a modulação de efeitos, pelo C. STF, após o julgamento das ADIs nº 4.357 e nº 4.425 –  Majoração dos honorários advocatícios sucumbenciais nos termos previstos pelo artigo 85, caput, §3º, inciso I, e §11, do Código de Processo Civil –  CPC/15 -  Recurso provido.",Marcos Pimentel Tamassia,São Paulo,1ª Câmara de Direito Público,06/09/2016,09/09/2016,
